fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol
0.3516231077954832,-0.8283231185497575,0.6487710460638916,-0.23844032611620786,-0.41160622412875275,-0.36207039883684344,-0.566297848818323,-0.9866118331513216,-0.25982191768761453,0.5198507746527857,1.9842400130891713
-0.9815478533805653,0.9658912449110114,-0.9898327926150514,0.0545892210723936,0.31279968528165475,-0.1684793887356881,-0.5963415679683799,-0.02550786036834083,0.8572672440037242,-0.4584894295236923,-0.21586709726587616
-0.8656199437130828,0.18092246089692543,-1.2458646424086364,-0.6047272601019599,-0.10659320964016004,0.2187026314666226,-0.35599181476792424,0.0550315786916735,0.8572672440037242,-0.1707423106482574,-0.3992093564621294
-0.5178362147106351,0.8537528471947138,-0.5801818329453158,-0.5314698733048094,-0.2209730900733824,-0.36207039883684344,-0.23581693816769642,0.5382682130518192,1.251534006953609,0.23210365577735084,-0.4908804860602561
-0.28598039537567055,0.34913005747137205,-0.4777690930278819,-0.16518293931905773,-0.25909971688445654,0.12190712641604493,0.21483884908315803,0.43088229430513336,0.7915561168454115,-0.40094000574860533,-0.3992093564621294
-1.445259492050495,-1.332945908273099,-0.06811813335814604,-0.6047272601019599,-0.506922791156438,-1.2332299442920425,-1.0770410743692913,-2.7906952680957975,0.528711608212155,-0.6886871246240396,2.809280179472314
-0.6337641243781177,-1.0525999139823536,-0.17053087327558006,-0.38495509971050873,-0.35441628391214186,1.3802486920735546,0.1547514107830441,-0.503375198791176,0.8572672440037242,-0.4584894295236923,-0.3075382268640028
-0.5758001695443766,3.040451602662526,-0.9386264226563346,-0.6047272601019599,1.685358250480322,-0.5556614089379988,1.2663690193351518,-0.2671261775484434,-0.06268853621267359,-0.5160388532987793,-1.315920652443399
0.5255149722967063,1.2742718386308314,-0.4777690930278819,-0.23844032611620786,1.1134588483142105,-0.5556614089379988,1.6869810874359492,0.10872453806501639,-2.8882670040201766,4.030365624933089,-0.21586709726587616
-0.5178362147106351,-0.6601155219753105,-0.17053087327558006,-0.5314698733048094,-0.4497328509398269,0.2187026314666226,0.004532815032759292,-0.5892839337885007,0.3972893538955268,-0.22829173442334438,-0.03252483806962126
0.3516231077954832,-1.3890151071312478,0.9048028958574764,-0.6047272601019599,-0.4306695375342898,-0.8460479240897318,-1.0469973552192344,-1.6953588968795192,-0.3912441720042428,-0.6311377008489526,1.7092266242947913
-1.9669350855541656,-0.6040463231171614,-1.3994837522847874,-0.3116977129133583,-0.7928724922394937,0.025111621365467254,-0.14568578071752553,-2.7692180843464964,2.6314676772782044,0.4623013508776988,3.267635827462949
-0.8076559888793412,-0.6601155219753105,0.2903264563528728,-0.23844032611620786,-0.16378314985677123,0.6058846516689332,-0.3259480956178673,-0.9651346494019606,0.6601338625287833,0.5198507746527857,0.6091730691172668
-0.05412457604070597,1.1340988414854587,-0.324149983151731,-0.6047272601019599,-0.29722634369553064,-1.0396389341908872,-1.0169536360691773,0.0550315786916735,-0.719799807795812,-0.8037859721742137,-0.8575650044527642
-1.2713676275492714,0.012714864322478163,-0.9898327926150514,-0.4582124865076592,-0.24003640347891947,0.7994756617700887,-0.05555462326735463,-0.7611014037832099,1.9086452785367503,0.11700480822717751,-0.12419596766774789
-0.6337641243781177,-0.4358387265427142,-0.6313882029040327,-0.38495509971050873,-0.2209730900733824,-0.5556614089379988,-0.566297848818323,-0.32618843285909677,-0.12839966337098627,-0.8613353959493006,-0.4908804860602561
-1.0395118082143064,-1.0525999139823536,-0.016911763399429024,0.20110399466669415,-0.4306695375342898,-0.7492524190391542,-0.0855983424174116,-1.5342800187594905,-0.6540886806374993,-0.5735882770738656,1.4342132355004098
1.2790463851353426,-0.09942353339382001,1.8777239250730988,-0.09192555252190729,0.3318629986871918,-0.9428434291403095,-0.9568661977690635,0.32349637555838795,-1.442622206537269,0.0019059606770035474,1.2508709763041566
-0.8656199437130828,0.5734068529039684,-0.7850073127801837,0.933677862638198,0.17935649144289562,0.025111621365467254,2.3779866278872595,0.10872453806501639,-0.19411079052930186,-0.28584115819843137,-0.8575650044527642
0.5834789271304484,-0.1554927322519691,0.44394556622902354,-0.5314698733048094,-0.10659320964016004,-0.9428434291403095,-0.8967787594689496,0.1838946811877203,-0.25982191768761453,0.6349496222029597,0.3341596803228869
-1.2713676275492714,0.18092246089692543,-1.3994837522847874,-0.23844032611620786,-0.20190977666784535,-0.9428434291403095,-1.1371285126694053,-1.0188276087753034,1.8429341513784347,-0.6886871246240396,0.975857587509775
-0.6337641243781177,0.5734068529039684,-1.3994837522847874,-0.4582124865076592,0.14122986463181963,-0.1684793887356881,-0.2658606573177534,0.02818509900500206,0.3972893538955268,-0.4584894295236923,-1.315920652443399
-1.9089711307204247,2.872244006088079,-0.17053087327558006,-0.6779846468991102,-0.7547458654284196,1.57383970217471,1.4766750533855504,-1.770529040002223,2.828601058753148,-0.22829173442334438,0.975857587509775
-0.8656199437130828,0.40519925632952114,-0.4777690930278819,-0.4582124865076592,-0.20190977666784535,0.2187026314666226,1.1762378618849807,0.0550315786916735,1.8429341513784347,-0.5160388532987793,-1.0409072636490175
-0.4019083050431531,1.470514034634353,-0.324149983151731,-0.16518293931905773,-0.04940326942354912,0.5090891466183556,0.6354509171839555,-0.6429768931618437,-1.245488825062325,-1.2641813623749092,-1.1325783932471458
1.4529382496365666,-1.332945908273099,0.7511837859813254,-0.6779846468991102,-0.10659320964016004,0.31549813651720027,-0.5963415679683799,-0.6698233728485747,-0.19411079052930186,0.4047519271026118,1.342542105902283
