chocolate,fruity,caramel,peanutyalmondy,nougat,crispedricewafer,hard,bar,pluribus,sugarpercent,pricepercent
1.1596670152276025,-0.8623164985025763,-0.4629100498862758,-0.4392976851069794,-0.3110855084191276,-0.3110855084191276,-0.5091750772173155,1.6666666666666665,-1.0,-0.0757702968220667,-0.4927217817665936
1.1596670152276025,-0.8623164985025763,-0.4629100498862758,2.2763607319179844,-0.3110855084191276,-0.3110855084191276,-0.5091750772173155,1.6666666666666665,-1.0,0.42716575968814613,1.0462209388682673
-0.8623164985025763,1.1596670152276025,-0.4629100498862758,-0.4392976851069794,-0.3110855084191276,-0.3110855084191276,1.9639610121239315,-0.6,1.0,0.42716575968814613,1.2899448477897508
-0.8623164985025763,1.1596670152276025,-0.4629100498862758,-0.4392976851069794,-0.3110855084191276,-0.3110855084191276,-0.5091750772173155,-0.6,1.0,0.8903012934010552,0.15488751963697625
-0.8623164985025763,1.1596670152276025,-0.4629100498862758,-0.4392976851069794,-0.3110855084191276,-0.3110855084191276,1.9639610121239315,-0.6,-1.0,-1.5918152835783885,-1.2621930550397584
1.1596670152276025,-0.8623164985025763,-0.4629100498862758,-0.4392976851069794,-0.3110855084191276,-0.3110855084191276,-0.5091750772173155,1.6666666666666665,-1.0,-0.6257436933552667,1.3700255721611991
1.1596670152276025,-0.8623164985025763,-0.4629100498862758,-0.4392976851069794,-0.3110855084191276,3.2145502536643185,-0.5091750772173155,1.6666666666666665,-1.0,-0.6257436933552667,0.15488751963697625
-0.8623164985025763,1.1596670152276025,2.160246899469287,-0.4392976851069794,-0.3110855084191276,-0.3110855084191276,-0.5091750772173155,-0.6,-1.0,0.42716575968814613,-0.4927217817665936
1.1596670152276025,-0.8623164985025763,2.160246899469287,2.2763607319179844,3.2145502536643185,-0.3110855084191276,-0.5091750772173155,1.6666666666666665,-1.0,0.21730761231221038,0.6423355463861811
1.1596670152276025,-0.8623164985025763,-0.4629100498862758,2.2763607319179844,-0.3110855084191276,-0.3110855084191276,-0.5091750772173155,1.6666666666666665,-1.0,-0.0757702968220667,1.0462209388682673
